,Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
17428,2014,February,Maryland,Restaurant,,,,,,7,0.0,0.0
17429,2014,February,Michigan,Restaurant,,,,,,2,0.0,0.0
17430,2014,February,Michigan,,"Tortilla, Unspecified",,,,,4,0.0,0.0
17431,2014,February,Minnesota,Restaurant,,,Norovirus genogroup IV; Norovirus genogroup II,GII_3 ,Confirmed; Confirmed,13,1.0,0.0
17432,2014,February,Minnesota,Fast Food Restaurant,,,Norovirus genogroup I,,Confirmed,7,0.0,0.0
17433,2014,February,New Jersey,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,6,4.0,0.0
17434,2014,February,New Mexico,Restaurant,,,Norovirus unknown,,Suspected,15,0.0,0.0
17435,2014,February,North Carolina,Nursing Home/Assisted Living Facility,,,,,,15,0.0,0.0
17436,2014,February,Ohio,Restaurant,,,Norovirus genogroup II,GII_7,Confirmed,6,0.0,0.0
17437,2014,February,Ohio,Restaurant,Chicken,,Salmonella enterica,Oranienburg,Suspected,4,0.0,0.0
17438,2014,February,Ohio,Restaurant,,,,,,2,0.0,0.0
17439,2014,February,Ohio,Fast Food Restaurant,,,Norovirus genogroup I,GI_6,Confirmed,2,0.0,0.0
17440,2014,February,Ohio,Private Home/Residence,,,Norovirus genogroup II,GII_7,Confirmed,20,0.0,0.0
17441,2014,February,Ohio,Fast Food Restaurant,Burritos,,Norovirus genogroup II,GII_4 Sydney (2012),Suspected,2,0.0,0.0
17442,2014,February,Ohio,Restaurant,Chicken; Lettuce,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,3,0.0,0.0
17443,2014,February,Ohio,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Suspected,2,0.0,0.0
17445,2014,February,Oregon,,,,,,,3,,
17446,2014,February,Pennsylvania,Restaurant,Meatballs; Sausage; Peppers,,Bacillus cereus,,Confirmed,15,0.0,0.0
17447,2014,February,South Carolina,Restaurant,,,Norovirus genogroup II,,Confirmed,22,0.0,0.0
17448,2014,February,South Carolina,Catering Service,,,Salmonella enterica,Typhimurium,Confirmed,7,2.0,0.0
17449,2014,February,Texas,Restaurant,Chicken; Broccoli; Carrots,,,,,2,0.0,0.0
17450,2014,February,Texas,Restaurant,,,,,,4,0.0,0.0
17451,2014,February,Texas,Catering Service,Chicken Dishes,,Salmonella enterica,Enteritidis,Confirmed,21,1.0,0.0
17454,2014,February,Washington,Restaurant,,,Norovirus unknown,,Suspected,2,0.0,0.0
17455,2014,February,Wisconsin,Restaurant,,,Shigella sonnei,,Confirmed,6,0.0,0.0
17456,2014,February,Wyoming,,,,,,,4,0.0,0.0
17457,2014,March,Alaska,Private Home/Residence,,,,,,21,0.0,0.0
17459,2014,March,Arkansas,Restaurant,,,Norovirus unknown,,Suspected,9,1.0,0.0
17460,2014,March,California,Fast Food Restaurant,"Sandwich, Unspecified",Lettuce,Norovirus unknown,,Confirmed,9,0.0,0.0
17462,2014,March,California,Restaurant,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,1.0,0.0
17465,2014,March,California,Restaurant,,,Norovirus unknown,,Confirmed,5,1.0,0.0
17466,2014,March,Colorado,Restaurant,,,Bacterium,,Suspected,3,0.0,0.0
17467,2014,March,Connecticut,Catering Service,Fruit,,Sapovirus genogroup I,GI_2,Confirmed,14,0.0,0.0
17468,2014,March,Connecticut,Restaurant,,,Norovirus genogroup II,,Suspected,5,0.0,0.0
17469,2014,March,Connecticut,Restaurant,,,Norovirus genogroup II,,Suspected,4,0.0,0.0
17470,2014,March,Florida,Restaurant,"Steak, Prime Rib",,,,,4,0.0,0.0
17471,2014,March,Florida,Restaurant,"Fish, Other",,,,,8,0.0,0.0
17472,2014,March,Florida,Catering Service,,,Norovirus genogroup II,Unknown,Suspected,15,0.0,0.0
17473,2014,March,Florida,Restaurant,,,,,,7,0.0,0.0
17474,2014,March,Florida,Restaurant,"Oysters, Raw",Oysters,,,,5,0.0,0.0
17475,2014,March,Florida,Private Home/Residence,Dairy,"Queso Fresco, Unpasteurized; Milk, Unpasteurized",Campylobacter unknown,,Suspected,2,0.0,0.0
17476,2014,March,Georgia,Restaurant,,,,,,4,0.0,0.0
17478,2014,March,Georgia,Private Home/Residence,"Fish, Amberjack",,Ciguatoxin,,Confirmed,14,0.0,0.0
17479,2014,March,Illinois,Restaurant,,,Norovirus unknown,,Suspected,6,0.0,0.0
17480,2014,March,Illinois,Restaurant,,,Salmonella enterica,,Confirmed,3,0.0,0.0
17481,2014,March,Illinois,Restaurant,,,Norovirus unknown,,Suspected,8,0.0,0.0
17482,2014,March,Illinois,Catering Service,,,Norovirus genogroup II,,Confirmed,4,0.0,0.0
17483,2014,March,Illinois,,,,Norovirus genogroup I; Salmonella enterica,Enteritidis,Suspected; Suspected,10,0.0,0.0
17485,2014,March,Indiana,Unknown,"Candy, Fruit-Flavored Chewy",,Chemical or toxin,,Confirmed,2,0.0,0.0
17486,2014,March,Iowa,Private Home/Residence,,,Norovirus,,Confirmed,23,0.0,0.0
17487,2014,March,Iowa,Restaurant,,,Norovirus,,Confirmed,5,0.0,0.0
17488,2014,March,Iowa,Restaurant,,,Norovirus,,Suspected,3,0.0,0.0
17490,2014,March,Kansas,Restaurant,"Beef, Brisket; Ribs, Unspecified; Smoked Sausage; Chicken","Beef, Brisket",Clostridium perfringens,,Confirmed,5,0.0,0.0
17491,2014,March,Maryland,Restaurant,,,,,,5,0.0,0.0
17492,2014,March,Maryland,Fast Food Restaurant,,,,,,2,0.0,0.0
17493,2014,March,Massachusetts,Private Home/Residence; School/College/University,"Leaf Lettuce, Unspecified",Leafy Green,Salmonella,,Confirmed,11,2.0,0.0
17496,2014,March,Michigan,Unknown,,,,,,2,0.0,0.0
17497,2014,March,Michigan,Restaurant,,,,,,2,0.0,0.0
17498,2014,March,Michigan,Restaurant,"Sushi, Unspecified",,,,,2,1.0,0.0
17499,2014,March,Michigan,Restaurant,,,,,,10,0.0,0.0
17500,2014,March,Michigan,Catering Service,,,,,,6,0.0,0.0
17501,2014,March,Michigan,Private Home/Residence,Raw Milk,"Milk, Unpasteurized","Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,0.0,0.0
17502,2014,March,Minnesota,Banquet Facility,Pulled Pork,Pork,Clostridium perfringens,,Suspected,25,0.0,0.0
17503,2014,March,Minnesota,Restaurant,,,Norovirus genogroup II,GII_13,Suspected,9,1.0,0.0
17505,2014,March,Minnesota,Restaurant,Cranberry Cole Slaw,,Norovirus genogroup II,,Confirmed,12,1.0,0.0
17506,2014,March,Minnesota,Restaurant,Salad; Bread Sticks,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,12,0.0,0.0
17507,2014,March,Minnesota,,,,Norovirus genogroup II,GII_3 ,Suspected,14,0.0,0.0
17508,2014,March,Minnesota,Restaurant; Catering Service,,,Norovirus genogroup II,,Confirmed,23,0.0,0.0
17509,2014,March,Minnesota,Fast Food Restaurant; Private Home/Residence,,,Norovirus genogroup II,,Confirmed,9,0.0,0.0
17510,2014,March,Minnesota,Fast Food Restaurant,Caesar Salad,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,8,0.0,0.0
17511,2014,March,Minnesota,Restaurant; Banquet Facility,,,Norovirus,,Suspected,22,0.0,0.0
17512,2014,March,Minnesota,Restaurant,,,Clostridium perfringens,,Suspected,3,0.0,0.0
17513,2014,March,Missouri,Restaurant,,,,,,22,0.0,0.0
17514,2014,March,Montana,Restaurant,,,,,,12,0.0,0.0
17515,2014,March,Nebraska,Private Home/Residence; Grocery Store; School/College/University; Unknown,,,Norovirus genogroup II,,Confirmed,21,0.0,0.0
17516,2014,March,Nevada,Private Home/Residence,,,Norovirus genogroup II,,Confirmed,25,0.0,0.0
17517,2014,March,New Jersey,Restaurant,,,Norovirus genogroup I,,Confirmed,14,0.0,0.0
17518,2014,March,New Jersey,Restaurant,Mangu,,Salmonella enterica,Enteritidis,Confirmed,5,4.0,0.0
17519,2014,March,New Jersey,Restaurant,"Fish, Tuna",,Scombroid toxin,,Confirmed,2,0.0,0.0
17520,2014,March,New York,Banquet Facility,Fruit Salad,,Norovirus genogroup II,,Confirmed,16,0.0,0.0
17521,2014,March,New York,Restaurant,Kare Kare,Beef,Clostridium perfringens,,Suspected,6,0.0,0.0
17522,2014,March,New York,Restaurant,,,Norovirus genogroup II; Norovirus genogroup I,,Confirmed; Confirmed,6,0.0,0.0
17523,2014,March,New York,Restaurant,,,Norovirus genogroup II,,Suspected,24,1.0,0.0
17524,2014,March,New York,Restaurant,Chicken Taco Salad,,,,,3,0.0,0.0
17525,2014,March,Ohio,Private Home/Residence,,,,,,2,0.0,0.0
17526,2014,March,Ohio,Restaurant,,,Norovirus,,Suspected,2,1.0,0.0
17527,2014,March,Ohio,Restaurant,,,Norovirus genogroup II; Norovirus genogroup II,GII_7; GII_4 Sydney (2012),Confirmed; Confirmed,6,0.0,0.0
17528,2014,March,Ohio,Fast Food Restaurant,"Hot Dog, Unspecified; Hamburger; Bun; Onions",,Norovirus,,Suspected,8,0.0,0.0
17529,2014,March,Ohio,Restaurant,,,Norovirus genogroup II,GII_7,Confirmed,4,0.0,0.0
17530,2014,March,Ohio,Unknown,,,Norovirus genogroup II,GII_3 ,Suspected,13,0.0,0.0
17531,2014,March,Ohio,Restaurant,,,,,,8,0.0,0.0
17532,2014,March,Ohio,Restaurant,,,Norovirus,,Suspected,7,0.0,0.0
17533,2014,March,Ohio,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,9,0.0,0.0
17534,2014,March,Oregon,Restaurant,,,,,,6,,
17535,2014,March,Pennsylvania,Restaurant,,,Norovirus unknown,,Confirmed,20,1.0,0.0
17536,2014,March,Pennsylvania,Restaurant,,,,,,2,0.0,0.0
17537,2014,March,Pennsylvania,Restaurant,,,,,,3,0.0,0.0
17538,2014,March,Puerto Rico,Private Home/Residence,"Fish, Unspecified",,Ciguatoxin,,Suspected,3,0.0,0.0
17539,2014,March,Rhode Island,Restaurant,,,Norovirus unknown,,Suspected,6,0.0,0.0
17541,2014,March,Tennessee,Fast Food Restaurant; Restaurant; Unknown,,,Norovirus genogroup I,GI_3B,Confirmed,22,0.0,0.0
17542,2014,March,Tennessee,Restaurant,,,,,,9,0.0,0.0
17543,2014,March,Texas,,,,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,7,0.0,0.0
17544,2014,March,Utah,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,12,1.0,0.0
17545,2014,March,Utah,,"Milk, Unpasteurized",Milk,Campylobacter jejuni,,Confirmed,19,0.0,0.0
17546,2014,March,Virginia,Restaurant,,,,,,7,0.0,0.0
17547,2014,March,Virginia,Restaurant,French Fries,,,,,8,0.0,0.0
17549,2014,March,Washington,Restaurant,,,,,,3,0.0,0.0
17550,2014,March,Washington,Restaurant,"Oysters, Raw",,,,,7,0.0,0.0
17552,2014,March,Wisconsin,,Salad Dressing,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,14,1.0,0.0
17553,2014,March,Wisconsin,Catering Service,"Lettuce; Tomatoes; Tortilla, Unspecified",,Norovirus genogroup I,GI_3B,Confirmed,10,0.0,0.0
17554,2014,March,Wisconsin,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,7,0.0,0.0
17555,2014,March,Wisconsin,Private Home/Residence,,,Norovirus genogroup I,GI_3B,Confirmed,6,0.0,0.0
17556,2014,April,Alabama,Private Home/Residence; Religious Facility,,,Salmonella enterica,Enteritidis,Confirmed,8,2.0,0.0
17557,2014,April,Arizona,Banquet Facility,Fettuccine Alfredo,,Bacillus cereus,,Suspected,17,0.0,0.0
17558,2014,April,California,Restaurant,,,,,,3,0.0,0.0
17559,2014,April,California,Fast Food Restaurant,,,Norovirus unknown,,Suspected,3,0.0,0.0
17561,2014,April,California,Restaurant,,,Salmonella enterica,Montevideo,Confirmed,22,8.0,0.0
17562,2014,April,California,Private Home/Residence; Grocery Store,Pork; Pork,,Salmonella enterica,Agona,Confirmed,5,0.0,0.0
17563,2014,April,California,Catering Service; School/College/University,Carrot Salad,,Norovirus unknown,,Suspected,7,0.0,0.0
17565,2014,April,Connecticut,Banquet Facility,,,Norovirus genogroup I,GI_3B,Confirmed,8,0.0,0.0
17566,2014,April,Connecticut,Restaurant,,,,,,3,0.0,0.0
17567,2014,April,Florida,Restaurant,,,Norovirus unknown,,Suspected,3,0.0,0.0
17568,2014,April,Florida,Restaurant,,,Bacillus cereus,,Suspected,2,0.0,0.0
17569,2014,April,Florida,,Frozen Yogurt,"Skim Milk, Pasteurized; Water",Cleaning agents,,Suspected,6,0.0,0.0
17570,2014,April,Florida,Restaurant,Buffet,Buffet,Norovirus unknown,,Suspected,16,0.0,0.0
17571,2014,April,Florida,Restaurant,,,,,,3,0.0,0.0
17572,2014,April,Georgia,Restaurant,Mushroom Swiss Burger,Mushrooms,Clostridium perfringens,,Suspected,2,0.0,0.0
17573,2014,April,Idaho,Private Home/Residence,,,Salmonella enterica,Alachua,Confirmed,2,1.0,0.0
17574,2014,April,Illinois,Restaurant,,,Norovirus genogroup I,,Confirmed,21,2.0,0.0
17575,2014,April,Illinois,Banquet Facility,,,Norovirus unknown,,Suspected,8,0.0,0.0
17576,2014,April,Illinois,Fast Food Restaurant,,,Norovirus genogroup II,,Suspected,13,0.0,0.0
17577,2014,April,Indiana,Unknown,,,Bacillus cereus,,Suspected,4,0.0,0.0
17579,2014,April,Iowa,Restaurant,,,Bacillus,,Suspected,7,0.0,0.0
17581,2014,April,Maryland,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,10,0.0,0.0
17583,2014,April,Massachusetts,Fast Food Restaurant; Restaurant,,,,,,21,0.0,0.0
17585,2014,April,Michigan,Restaurant,,,,,,2,0.0,0.0
17586,2014,April,Michigan,Restaurant,,,,,,4,0.0,0.0
17588,2014,April,Michigan,Restaurant,,,,,,6,0.0,0.0
17589,2014,April,Michigan,,,,,,,7,0.0,0.0
17590,2014,April,Minnesota,Restaurant,,,Norovirus genogroup II,,Confirmed,25,1.0,0.0
17591,2014,April,Minnesota,Fast Food Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,4,0.0,0.0
17592,2014,April,Minnesota,Unknown,Cupcakes,,Norovirus genogroup I,,Confirmed,15,0.0,0.0
17593,2014,April,Minnesota,Restaurant,,,,,,2,0.0,0.0
17594,2014,April,Minnesota,School/College/University,"Romaine Lettuce, Unspecified",Romaine Lettuce,"Escherichia coli, Enteroaggregative",O126,Confirmed,4,0.0,0.0
17596,2014,April,Montana,Banquet Facility,,,Norovirus genogroup II,,Confirmed,13,0.0,0.0
17597,2014,April,Multistate,Restaurant,"Ground Beef, Hamburger",Ground Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,12,7.0,0.0
17598,2014,April,Multistate,Fast Food Restaurant,Spinach,Spinach,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,4,1.0,0.0
17599,2014,April,Multistate,Private Home/Residence,Cantaloupe,,Salmonella enterica,Baildon,Confirmed,20,6.0,0.0
17600,2014,April,New Hampshire,Restaurant,Rice,,,,,3,0.0,0.0
17601,2014,April,New Jersey,Restaurant,,,Norovirus,,Suspected,13,0.0,0.0
17602,2014,April,New Mexico,Private Home/Residence,,,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,4,2.0,0.0
17603,2014,April,New York,Private Home/Residence,"Fish, Baracuda","Fish, Baracuda",Ciguatoxin,,Confirmed,2,2.0,0.0
17605,2014,April,New York,Private Home/Residence,Yellow Fin Tuna,Tuna,Scombroid toxin,,Confirmed,2,0.0,0.0
17606,2014,April,New York,Restaurant,Crab Legs,,Salmonella enterica,Enteritidis,Confirmed,4,1.0,0.0
17607,2014,April,New York,Nursing Home/Assisted Living Facility,,,Listeria monocytogenes,,Confirmed,2,2.0,2.0
17608,2014,April,Ohio,Fast Food Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Suspected,2,0.0,0.0
17609,2014,April,Ohio,Restaurant; Private Home/Residence,,,Norovirus genogroup II,GII_13,Confirmed,5,0.0,0.0
17611,2014,April,Ohio,Restaurant,,,Norovirus,,Suspected,5,0.0,0.0
17612,2014,April,Ohio,Fast Food Restaurant,,,,,,3,0.0,0.0
17613,2014,April,Ohio,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,6,0.0,0.0
17615,2014,April,Pennsylvania,Restaurant,,,,,,9,0.0,0.0
17617,2014,April,Pennsylvania,Catering Service,Sushi,,Norovirus,,Suspected,19,1.0,0.0
17620,2014,April,South Carolina,Restaurant,,,Clostridium perfringens,,Confirmed,6,0.0,0.0
17621,2014,April,Tennessee,Restaurant,,,,,,4,0.0,0.0
17622,2014,April,Tennessee,Restaurant,Lettuce; Tomatoes,Lettuce; Tomato,Norovirus genogroup II,,Confirmed,7,0.0,0.0
17623,2014,April,Texas,Restaurant,Spinach Salad,,,,,2,0.0,0.0
17624,2014,April,Texas,Restaurant,"Beef, Bbq; Chicken; Pie, Pecan",,,,,3,0.0,0.0
17625,2014,April,Utah,Banquet Facility,,,Norovirus,,Suspected,19,1.0,0.0
17626,2014,April,Utah,Restaurant,Chicken,,Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis,Confirmed; Confirmed,18,1.0,0.0
17629,2014,April,Virginia,Restaurant,,,,,,8,0.0,0.0
17631,2014,April,Washington,Restaurant,,,,,,2,0.0,0.0
17632,2014,April,Washington,Restaurant,,,Norovirus unknown,,Suspected,4,1.0,0.0
17633,2014,April,West Virginia,Restaurant,,,Bacillus cereus,,Suspected,11,0.0,0.0
17634,2014,April,Wisconsin,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,4,0.0,0.0
17635,2014,April,Wisconsin,Banquet Facility,Fruit Salad; Cake,,Norovirus genogroup I,GI_3B,Confirmed,22,0.0,0.0
17636,2014,May,Alaska,Private Home/Residence,,,Clostridium perfringens,,Suspected,12,0.0,0.0
17637,2014,May,Alaska,Private Home/Residence; Grocery Store,,,Norovirus genogroup II,,Confirmed,17,2.0,0.0
17638,2014,May,Arizona,Private Home/Residence; Grocery Store,,,,,,23,0.0,0.0
17639,2014,May,California,Fast Food Restaurant,"Fish, Mackeral",,Scombroid toxin,,Confirmed,2,0.0,0.0
17641,2014,May,California,Banquet Facility,,,Norovirus unknown,,Suspected,19,0.0,0.0
17642,2014,May,California,Unknown,"Pork, Carnitas",,Salmonella enterica,Mbandaka,Confirmed,18,7.0,0.0
17643,2014,May,California,Restaurant,,,Shigella sonnei,subgroup D,Confirmed,12,0.0,0.0
17644,2014,May,California,Fast Food Restaurant,,,Shigella sonnei,,Confirmed,12,2.0,0.0
17645,2014,May,California,Restaurant,,,,,,3,0.0,0.0
17646,2014,May,California,Restaurant,,,,,,2,0.0,0.0
17647,2014,May,California,Restaurant,,,,,,7,0.0,0.0
17648,2014,May,California,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,5,1.0,0.0
17649,2014,May,California,Restaurant,Burritos,"Fish, Wahoo",Scombroid toxin,,Confirmed,2,0.0,0.0
17650,2014,May,California,Restaurant,,,Scombroid toxin,,Confirmed,2,0.0,0.0
17651,2014,May,California,Banquet Facility,,,Norovirus unknown,,Suspected,2,0.0,0.0
17652,2014,May,California,Restaurant,Specialty/Ethnic Dishes,,Norovirus unknown,,Suspected,7,0.0,0.0
17653,2014,May,California,Restaurant,Specialty/Ethnic Dishes; Noodles,,Norovirus unknown,,Suspected,7,0.0,0.0
17654,2014,May,California,Private Home/Residence,"Pork; Macaroni Salad; Sandwich, Chicken",,Norovirus unknown,,Confirmed,10,0.0,0.0
17655,2014,May,Colorado,Private Home/Residence,,,Salmonella unknown,,Confirmed,6,0.0,0.0
17656,2014,May,Colorado,Restaurant,,,Salmonella enterica,Bareilly,Confirmed,2,2.0,0.0
17657,2014,May,Colorado,Restaurant,,,,,,2,0.0,0.0
17658,2014,May,Connecticut,Restaurant,Chicken,Chicken,Salmonella enterica,Enteritidis,Confirmed,8,3.0,0.0
17659,2014,May,Florida,Restaurant,,,Staphylococcus aureus,,Suspected,4,0.0,0.0
17660,2014,May,Florida,Restaurant,Salad Bar Items,"Lettuce; Tomatoes, Red Round",Norovirus unknown,,Suspected,4,2.0,0.0
17661,2014,May,Florida,Private Home/Residence,"Fish, Amberjack",,Ciguatoxin,,Confirmed,3,0.0,0.0
17662,2014,May,Florida,Private Home/Residence,"Fish, Reef Unspecified","Fish, Reef Unspecified",Ciguatoxin,,Confirmed,2,0.0,0.0
17663,2014,May,Florida,Restaurant,,,Norovirus unknown,,Suspected,4,0.0,0.0
17664,2014,May,Florida,Fast Food Restaurant,"Soup, Clam Chowder; Garden Salad",,,,,5,0.0,0.0
17665,2014,May,Florida,Restaurant,,,Norovirus genogroup II,,Confirmed,6,0.0,0.0
17666,2014,May,Florida,Restaurant,,,,,,3,0.0,0.0
17667,2014,May,Florida,Private Home/Residence,"Fish, Baracuda",,Ciguatoxin,,Confirmed,3,3.0,0.0
17668,2014,May,Georgia,Fast Food Restaurant,,,,,,3,0.0,0.0
17669,2014,May,Illinois,Restaurant,Chicken Salad,,Norovirus genogroup II,,Suspected,9,0.0,0.0
17670,2014,May,Illinois,Private Home/Residence; Catering Service,,,Norovirus genogroup I,,Suspected,8,1.0,0.0
17671,2014,May,Illinois,Restaurant,,,Norovirus genogroup I,,Suspected,7,1.0,0.0
17672,2014,May,Illinois,Catering Service,,,Norovirus unknown,,Suspected,8,0.0,0.0
17673,2014,May,Illinois,Restaurant,,,Norovirus genogroup II,,Confirmed,2,0.0,0.0
17674,2014,May,Illinois,,,,Shigella flexneri,,Confirmed,8,4.0,0.0
17675,2014,May,Illinois,Grocery Store,Deli Products; Chicken,,Salmonella enterica,Typhimurium,Confirmed,19,8.0,0.0
17676,2014,May,Illinois,Restaurant,,,Norovirus unknown,,Suspected,4,0.0,0.0
17677,2014,May,Indiana,Private Home/Residence,"Pie, Coconut Cream",,Salmonella enterica,Enteritidis,Confirmed,3,1.0,0.0
17678,2014,May,Iowa,Restaurant,,,Norovirus genogroup II,,Suspected,5,0.0,0.0
17679,2014,May,Kansas,Restaurant,,,,,,3,0.0,0.0
17680,2014,May,Kansas,Fast Food Restaurant,,,Norovirus genogroup II,,Suspected,4,2.0,0.0
17681,2014,May,Louisiana,Restaurant,"Crawfish/Crayfish, Unspecified",,Salmonella enterica,Montevideo,Confirmed,8,2.0,0.0
17682,2014,May,Maryland,Restaurant,,,,,,6,0.0,0.0
17683,2014,May,Maryland,Restaurant,"Pate, Chicken Liver","Liver, Chicken",Campylobacter jejuni; Campylobacter coli,,Confirmed; Confirmed,4,0.0,0.0
17684,2014,May,Maryland,Catering Service,,,,,,18,0.0,0.0
17685,2014,May,Maryland,Restaurant,"Rice, Fried Rice",,,,,5,0.0,0.0
17686,2014,May,Michigan,Fast Food Restaurant; Restaurant,,,,,,9,0.0,0.0
17687,2014,May,Michigan,Fast Food Restaurant; Restaurant,,,,,,4,0.0,0.0
17688,2014,May,Michigan,Restaurant,,,,,,3,0.0,0.0
17689,2014,May,Michigan,Fast Food Restaurant; Restaurant,,,,,,3,0.0,0.0
17690,2014,May,Minnesota,Restaurant,,,Norovirus genogroup II,GII_14,Suspected,4,0.0,0.0
17691,2014,May,Minnesota,Restaurant,,,Clostridium perfringens,,Suspected,3,0.0,0.0
17693,2014,May,Minnesota,Restaurant,Tuna Burger,Tuna,Scombroid toxin,,Confirmed,2,0.0,0.0
17694,2014,May,Minnesota,Private Home/Residence,Raw Milk,Raw Milk,Campylobacter jejuni,,Confirmed,9,2.0,0.0
17695,2014,May,Missouri,Restaurant,,,,,,10,0.0,0.0
17696,2014,May,Multistate,Fast Food Restaurant; Restaurant,Clover Sprouts,Clover Sprouts,"Escherichia coli, Shiga toxin-producing",O121,Confirmed,19,5.0,0.0
17697,2014,May,Multistate,Private Home/Residence,"Mango, Unspecified",Mango,Salmonella enterica,Minnesota,Confirmed,4,1.0,0.0
17699,2014,May,Multistate,Private Home/Residence,Ground Beef,,"Escherichia coli, Shiga toxin-producing",O145,Confirmed,8,3.0,0.0
17700,2014,May,Multistate,Restaurant; Private Home/Residence,Ground Beef,Ground Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,12,4.0,0.0
17702,2014,May,New Jersey,Unknown,,,Salmonella enterica,Subspecies I,Confirmed,11,5.0,0.0
17703,2014,May,New York,Restaurant,,,Norovirus genogroup I; Norovirus genogroup II,,Confirmed; Confirmed,6,0.0,0.0
17704,2014,May,New York,Restaurant,,,Salmonella enterica,Hartford,Confirmed,2,0.0,0.0
17705,2014,May,New York,Unknown,,,Salmonella enterica,Infantis,Confirmed,11,8.0,0.0
17707,2014,May,Ohio,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,11,0.0,0.0
17708,2014,May,Ohio,Fast Food Restaurant; Private Home/Residence; Grocery Store,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,10,0.0,0.0
17709,2014,May,Ohio,Fast Food Restaurant,"Pizza, Meat And Vegetable",,,,,2,0.0,0.0
17710,2014,May,Ohio,Restaurant,"Rice, White",,,,,24,0.0,0.0
17711,2014,May,Ohio,Fast Food Restaurant,Salad,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,3,0.0,0.0
17712,2014,May,Ohio,Restaurant; Nursing Home/Assisted Living Facility; Unknown,,,Salmonella enterica,Javiana,Confirmed,13,5.0,0.0
17713,2014,May,Oklahoma,Catering Service,"Chicken, Smoked",Chicken,Salmonella enterica,Heidelberg,Confirmed,19,1.0,0.0
17714,2014,May,Rhode Island,Restaurant,,,Norovirus unknown,,Suspected,5,0.0,0.0
17715,2014,May,Tennessee,Fast Food Restaurant,,,Bacillus cereus,,Suspected,3,0.0,0.0
17716,2014,May,Tennessee,Restaurant,,,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,3,0.0,0.0
17717,2014,May,Texas,Restaurant,Beef; Charro Beans; Rice,,,,,2,0.0,0.0
17718,2014,May,Texas,Fast Food Restaurant,"Pizza, Cheese",,,,,2,0.0,0.0
17719,2014,May,Texas,Restaurant,"Cucumber Salad; Chicken, Bbq",,,,,4,0.0,0.0
17720,2014,May,Texas,Restaurant,Charro Beans,,,,,5,0.0,0.0
17721,2014,May,Texas,,Chili Con Queso,Cheddar Cheese,Norovirus genogroup II,Unknown,Confirmed,11,0.0,0.0
17722,2014,May,Texas,,Shrimp Dishes,"Cheese, Unspecified; Shrimp",,,,2,0.0,0.0
17724,2014,May,Virginia,Catering Service,,,Norovirus genogroup I,Unknown,Suspected,25,2.0,0.0
17725,2014,May,Virginia,Fast Food Restaurant,,,,,,10,0.0,0.0
17727,2014,May,Virginia,Grocery Store,"Ground Beef, Hamburger; Chips; Lemonade, Unspecified",Ground Beef,Salmonella enterica,Typhimurium,Confirmed,4,0.0,0.0
17728,2014,May,Washington,Restaurant,,,Salmonella enterica,Thompson,Confirmed,2,1.0,0.0
17729,2014,May,Washington,Restaurant,"Basil, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,7,1.0,0.0
17730,2014,May,Washington,Fast Food Restaurant,,,Salmonella enterica,"I 4,[5],12:i:-",Suspected,2,1.0,0.0
17731,2014,May,Washington,Restaurant,"Lettuce, Unspecified",,Norovirus,,Suspected,7,0.0,0.0
17732,2014,May,Washington,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,3,0.0,0.0
17733,2014,May,Washington,Restaurant,,,Clostridium perfringens,,Suspected,4,0.0,0.0
17736,2014,June,Arizona,,"Oysters, Raw",,Vibrio parahaemolyticus,,Confirmed,2,1.0,0.0
